epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1316.21,1.4848,1.62973,1.61061,0.75137,0.65319,0.69884,0.35295,1.75317,1.98781,1.95658,0.000946016,0.000946016,0.000946016
17,1399.72,1.52447,1.81739,1.65615,0.68862,0.6355,0.70004,0.32528,1.86331,1.98721,2.12868,0.000935018,0.000935018,0.000935018
18,1482.27,1.50823,1.57306,1.64034,0.64277,0.66055,0.67605,0.29812,1.76928,1.94415,1.95712,0.000924019,0.000924019,0.000924019
19,1565.12,1.46855,1.52279,1.57543,0.81799,0.62431,0.71299,0.35525,1.87812,2.14764,2.05797,0.00091302,0.00091302,0.00091302
20,1647.74,1.48393,1.51026,1.5881,0.66425,0.59463,0.65174,0.30242,1.83759,1.87119,1.96678,0.000902021,0.000902021,0.000902021
21,1731.22,1.43842,1.49403,1.55563,0.77517,0.69413,0.74298,0.37463,1.74621,1.74398,1.99008,0.000891022,0.000891022,0.000891022
22,1813.94,1.4572,1.48149,1.57378,0.7616,0.71582,0.74847,0.37161,1.74601,1.65019,1.94867,0.000880023,0.000880023,0.000880023
23,1896.9,1.42202,1.4372,1.53359,0.7686,0.73946,0.7478,0.37493,1.6492,1.58695,1.87005,0.000869024,0.000869024,0.000869024
24,1980.09,1.40723,1.4134,1.54822,0.76635,0.69327,0.74593,0.37285,1.79546,1.70308,1.992,0.000858025,0.000858025,0.000858025
25,2063.35,1.49207,1.46368,1.61572,0.8243,0.70079,0.75436,0.38978,1.75231,1.68064,1.95448,0.000847026,0.000847026,0.000847026
26,2146.43,1.40589,1.38267,1.54192,0.74755,0.67966,0.73221,0.38005,1.7631,1.78077,2.00725,0.000836027,0.000836027,0.000836027
27,2229.3,1.37533,1.35509,1.5281,0.76301,0.65291,0.77096,0.39832,1.66586,1.55426,1.87441,0.000825029,0.000825029,0.000825029
28,2312.07,1.36121,1.27444,1.48171,0.84971,0.71125,0.78338,0.41608,1.67887,1.5175,1.86983,0.00081403,0.00081403,0.00081403
29,2395.44,1.37045,1.35671,1.50749,0.80543,0.68074,0.78368,0.41333,1.67339,1.61388,1.86366,0.000803031,0.000803031,0.000803031
30,2478.81,1.4059,1.33271,1.50715,0.79314,0.72194,0.76779,0.41295,1.626,1.54546,1.81729,0.000792032,0.000792032,0.000792032
31,2560.93,1.29889,1.25142,1.46382,0.77598,0.7434,0.77378,0.41134,1.70572,1.56324,1.93486,0.000781033,0.000781033,0.000781033
32,2644,1.3283,1.25501,1.49129,0.77424,0.75042,0.7956,0.41791,1.68946,1.46239,1.85766,0.000770034,0.000770034,0.000770034
33,2728.39,1.35777,1.27205,1.48443,0.78557,0.71765,0.79621,0.41641,1.71024,1.48747,1.91149,0.000759035,0.000759035,0.000759035
34,2812.01,1.30863,1.22187,1.43281,0.7707,0.75977,0.79107,0.42013,1.68353,1.48065,1.88756,0.000748036,0.000748036,0.000748036
35,2895.52,1.33002,1.22057,1.49402,0.82495,0.70909,0.78551,0.40198,1.72177,1.49688,1.93565,0.000737037,0.000737037,0.000737037
36,2978.75,1.30271,1.21083,1.44339,0.80773,0.74556,0.79775,0.42268,1.64887,1.43337,1.8577,0.000726038,0.000726038,0.000726038
37,3062.11,1.2809,1.22294,1.44852,0.78405,0.75912,0.78532,0.4156,1.65758,1.38324,1.87391,0.00071504,0.00071504,0.00071504
38,3145.18,1.28947,1.17091,1.41832,0.82629,0.74967,0.79301,0.43049,1.64683,1.3696,1.83988,0.000704041,0.000704041,0.000704041
39,3228.59,1.27117,1.12621,1.40904,0.83656,0.72564,0.78908,0.41417,1.67212,1.51056,1.84046,0.000693042,0.000693042,0.000693042
40,3312.15,1.24604,1.10686,1.39735,0.82472,0.7196,0.78658,0.44266,1.60153,1.46662,1.78608,0.000682043,0.000682043,0.000682043
41,3395.96,1.25497,1.08263,1.39859,0.82557,0.75605,0.796,0.44991,1.59983,1.3119,1.79014,0.000671044,0.000671044,0.000671044
42,3479.46,1.19987,1.09419,1.37358,0.84936,0.73147,0.79034,0.435,1.60995,1.33235,1.79567,0.000660045,0.000660045,0.000660045
43,3563.9,1.24825,1.11402,1.43112,0.79886,0.7809,0.80735,0.43674,1.61279,1.35143,1.82489,0.000649046,0.000649046,0.000649046
44,3647.79,1.24431,1.06457,1.38288,0.85594,0.77972,0.83174,0.45645,1.60932,1.30371,1.79749,0.000638047,0.000638047,0.000638047
45,3731.48,1.23444,1.10606,1.41251,0.82642,0.77006,0.80933,0.45692,1.6037,1.29492,1.79722,0.000627048,0.000627048,0.000627048
46,3815.24,1.22707,1.07625,1.39477,0.84107,0.73577,0.81394,0.45423,1.5765,1.27484,1.76658,0.000616049,0.000616049,0.000616049
47,3900.14,1.2354,1.0357,1.39032,0.814,0.77143,0.79938,0.45574,1.57057,1.31884,1.80238,0.000605051,0.000605051,0.000605051
48,3984.41,1.22163,1.05585,1.38136,0.8374,0.73096,0.7988,0.44153,1.59324,1.32405,1.77328,0.000594052,0.000594052,0.000594052
49,4068.97,1.19646,1.12918,1.39549,0.86611,0.73576,0.82208,0.45538,1.58855,1.28804,1.77794,0.000583053,0.000583053,0.000583053
50,4154.26,1.19874,1.04201,1.39279,0.82137,0.77589,0.80873,0.45167,1.65563,1.34297,1.85299,0.000572054,0.000572054,0.000572054
51,4239.07,1.17436,0.98234,1.36366,0.84091,0.78469,0.82581,0.44625,1.63625,1.24368,1.83028,0.000561055,0.000561055,0.000561055
52,4324.07,1.17986,1.02262,1.38081,0.78074,0.80304,0.81675,0.45077,1.64901,1.32322,1.86605,0.000550056,0.000550056,0.000550056
53,4408.68,1.18047,0.98561,1.37507,0.86193,0.77811,0.82886,0.46476,1.61256,1.30248,1.79338,0.000539057,0.000539057,0.000539057
54,4494.15,1.1777,0.98538,1.36705,0.8694,0.77078,0.82769,0.47332,1.56411,1.26948,1.77938,0.000528058,0.000528058,0.000528058
55,4579.85,1.13096,1.0623,1.34139,0.85548,0.77957,0.82041,0.4609,1.59159,1.27317,1.77353,0.000517059,0.000517059,0.000517059
56,4665.04,1.1745,0.99604,1.36524,0.83447,0.78756,0.80988,0.45725,1.62539,1.26483,1.83781,0.00050606,0.00050606,0.00050606
57,4750.94,1.14656,0.97095,1.32505,0.84247,0.73294,0.78741,0.43146,1.67747,1.33128,1.92003,0.000495062,0.000495062,0.000495062
58,4839.22,1.14082,0.93858,1.33445,0.85804,0.76931,0.81838,0.45088,1.67195,1.26154,1.91146,0.000484063,0.000484063,0.000484063
59,4924.42,1.12314,0.97527,1.3311,0.8753,0.75956,0.82341,0.46081,1.63132,1.20755,1.8465,0.000473064,0.000473064,0.000473064
60,5010.35,1.13804,0.97182,1.3371,0.83353,0.78939,0.83598,0.46656,1.62481,1.20695,1.80355,0.000462065,0.000462065,0.000462065
61,5096.4,1.10814,0.92805,1.29748,0.86442,0.76199,0.83036,0.46588,1.62647,1.22017,1.80397,0.000451066,0.000451066,0.000451066
62,5182.53,1.13573,0.96533,1.32102,0.87963,0.73086,0.81755,0.45318,1.64961,1.24362,1.84087,0.000440067,0.000440067,0.000440067
63,5268.59,1.12201,0.93739,1.32318,0.83756,0.77575,0.81973,0.45744,1.59398,1.23803,1.81353,0.000429068,0.000429068,0.000429068
64,5354.84,1.09312,0.91869,1.29718,0.84501,0.75657,0.82072,0.46478,1.63307,1.25361,1.83722,0.000418069,0.000418069,0.000418069
65,5441.28,1.10198,0.92995,1.31782,0.83329,0.77343,0.82467,0.46291,1.60568,1.23212,1.80955,0.00040707,0.00040707,0.00040707
66,5528.14,1.07031,0.87088,1.29814,0.85011,0.78185,0.82504,0.4581,1.61809,1.30984,1.81263,0.000396071,0.000396071,0.000396071
67,5614.51,1.07449,0.90319,1.30954,0.83445,0.78008,0.81691,0.47422,1.5708,1.25139,1.80186,0.000385073,0.000385073,0.000385073
68,5701.69,1.04533,0.87577,1.26875,0.82441,0.7855,0.82528,0.47255,1.5759,1.2323,1.80453,0.000374074,0.000374074,0.000374074
69,5788.75,1.04717,0.85649,1.26367,0.87186,0.79722,0.83946,0.46333,1.60919,1.21657,1.81448,0.000363075,0.000363075,0.000363075
70,5875.83,1.05245,0.84569,1.27786,0.87069,0.78392,0.83993,0.47582,1.57845,1.16481,1.79585,0.000352076,0.000352076,0.000352076
71,5963.7,1.037,0.83091,1.26418,0.84829,0.80799,0.83035,0.48263,1.54025,1.15535,1.76005,0.000341077,0.000341077,0.000341077
72,7373.6,1.03796,0.8974,1.30433,0.87636,0.81219,0.84912,0.48463,1.55005,1.13246,1.75374,0.000330078,0.000330078,0.000330078
73,7484.66,1.01121,0.83986,1.26724,0.86797,0.8108,0.84513,0.48055,1.56321,1.11482,1.78506,0.000319079,0.000319079,0.000319079
73,121.419,1.02688,0.84022,1.26705,0.83149,0.81941,0.83417,0.47775,1.55907,1.16234,1.76274,0.000319079,0.000319079,0.000319079
74,7604.55,1.01231,0.81097,1.25091,0.87147,0.7789,0.83474,0.47671,1.57248,1.15212,1.79384,0.00030808,0.00030808,0.00030808
74,248.786,1.00059,0.82377,1.27721,0.8721,0.80692,0.8304,0.47409,1.56797,1.1663,1.80425,0.00030808,0.00030808,0.00030808
75,7741.13,1.01842,0.84565,1.26002,0.87714,0.80203,0.84328,0.46513,1.59036,1.1932,1.82367,0.000297081,0.000297081,0.000297081
75,373.963,1.01977,0.8463,1.28616,0.87719,0.78846,0.83482,0.47444,1.60307,1.14094,1.80514,0.000297081,0.000297081,0.000297081
76,7860.96,1.04079,0.8538,1.27249,0.83249,0.79589,0.83552,0.45872,1.59314,1.21568,1.84786,0.000286083,0.000286083,0.000286083
76,490.389,1.02931,0.82854,1.26964,0.83818,0.8056,0.83287,0.47242,1.60356,1.16234,1.81544,0.000286083,0.000286083,0.000286083
77,7982.31,0.99851,0.83122,1.25707,0.85996,0.78685,0.83905,0.45824,1.60088,1.18337,1.82861,0.000275084,0.000275084,0.000275084
77,609.589,0.97902,0.80295,1.23734,0.8354,0.81908,0.84114,0.47034,1.60123,1.14525,1.83921,0.000275084,0.000275084,0.000275084
78,8109.8,0.99267,0.8407,1.24639,0.85182,0.80395,0.84307,0.46626,1.59304,1.14883,1.84701,0.000264085,0.000264085,0.000264085
78,733.977,0.98333,0.83986,1.24544,0.85298,0.78648,0.83133,0.46526,1.58042,1.18362,1.80693,0.000264085,0.000264085,0.000264085
79,8239.61,0.98919,0.79864,1.23979,0.85415,0.8023,0.83608,0.47085,1.59838,1.19079,1.83093,0.000253086,0.000253086,0.000253086
79,859.947,1.02544,0.82966,1.25797,0.86457,0.76648,0.83737,0.47328,1.62971,1.22729,1.83281,0.000253086,0.000253086,0.000253086
80,8371.41,0.96617,0.78451,1.23604,0.86637,0.79606,0.84763,0.47588,1.57601,1.22288,1.81369,0.000242087,0.000242087,0.000242087
80,984.511,0.98418,0.79143,1.21873,0.87298,0.75108,0.845,0.47689,1.58038,1.1813,1.80489,0.000242087,0.000242087,0.000242087
81,8503.14,0.97977,0.7773,1.22897,0.86359,0.79566,0.8498,0.46315,1.591,1.16637,1.83618,0.000231088,0.000231088,0.000231088
81,1110.48,0.96575,0.81805,1.24045,0.86066,0.82406,0.85273,0.48171,1.54666,1.14323,1.81408,0.000231088,0.000231088,0.000231088
82,8638.63,0.96667,0.7918,1.22882,0.87773,0.79721,0.84937,0.47209,1.55955,1.15288,1.81469,0.000220089,0.000220089,0.000220089
82,1238.03,0.90786,0.74672,1.20436,0.8714,0.79178,0.83984,0.47562,1.54375,1.13979,1.80205,0.000220089,0.000220089,0.000220089
83,8767.03,0.95798,0.76852,1.2239,0.8659,0.80747,0.84743,0.47286,1.55224,1.15832,1.7988,0.00020909,0.00020909,0.00020909
83,1363.1,0.96772,0.76264,1.22345,0.85587,0.79163,0.84267,0.46557,1.5636,1.13995,1.80088,0.00020909,0.00020909,0.00020909
84,1487.65,0.94404,0.75922,1.20931,0.8267,0.80539,0.84331,0.47053,1.56438,1.16791,1.80846,0.000198091,0.000198091,0.000198091
84,8896.91,0.96996,0.79888,1.22073,0.8645,0.80754,0.85371,0.47849,1.55537,1.14449,1.79516,0.000198091,0.000198091,0.000198091
85,1622.75,0.93248,0.73099,1.20614,0.83393,0.80927,0.83678,0.46961,1.57115,1.13303,1.83423,0.000187092,0.000187092,0.000187092
85,9038.05,0.98911,0.81396,1.27336,0.86525,0.80928,0.84909,0.47413,1.55552,1.15649,1.80007,0.000187092,0.000187092,0.000187092
86,1749.23,0.91283,0.74662,1.19521,0.8328,0.81972,0.84381,0.47573,1.58517,1.11778,1.85363,0.000176094,0.000176094,0.000176094
86,9173.21,0.94213,0.77051,1.21924,0.8851,0.78674,0.84247,0.47224,1.53691,1.18806,1.79506,0.000176094,0.000176094,0.000176094
87,1889.23,0.91955,0.74571,1.19489,0.83582,0.81615,0.83939,0.47953,1.57496,1.09995,1.83773,0.000165095,0.000165095,0.000165095
87,9324.9,0.9402,0.77443,1.21081,0.82513,0.80277,0.83403,0.46854,1.54464,1.22489,1.80576,0.000165095,0.000165095,0.000165095
88,2049.67,0.91057,0.73813,1.20107,0.83411,0.82309,0.85223,0.48098,1.55862,1.12995,1.81647,0.000154096,0.000154096,0.000154096
88,9498.88,0.93844,0.74222,1.20965,0.80627,0.82209,0.83319,0.47205,1.5474,1.20106,1.80051,0.000154096,0.000154096,0.000154096
89,2207.39,1.00274,0.88568,1.25716,0.86409,0.77904,0.84289,0.47105,1.57257,1.15516,1.82941,0.000143097,0.000143097,0.000143097
89,9662.08,0.91961,0.75751,1.22773,0.87641,0.77021,0.83793,0.47212,1.55814,1.19059,1.80833,0.000143097,0.000143097,0.000143097
90,2361.58,0.91907,0.71627,1.20384,0.84904,0.81199,0.84394,0.46992,1.56666,1.14702,1.82914,0.000132098,0.000132098,0.000132098
90,9819.39,0.93486,0.76574,1.24524,0.87157,0.78056,0.84396,0.47589,1.53469,1.16353,1.78248,0.000132098,0.000132098,0.000132098
91,2506.2,0.89513,0.69717,1.23837,0.82695,0.81528,0.83682,0.47102,1.57907,1.15701,1.81862,0.000121099,0.000121099,0.000121099
91,9979.34,0.9312,0.72603,1.2571,0.83748,0.8131,0.84065,0.46952,1.55961,1.16315,1.81055,0.000121099,0.000121099,0.000121099
92,2653.06,0.87243,0.64598,1.20155,0.85533,0.80975,0.84572,0.47812,1.55919,1.15724,1.80231,0.0001101,0.0001101,0.0001101
92,10122.4,0.87903,0.67209,1.21435,0.87634,0.76369,0.84041,0.47136,1.56379,1.18097,1.82393,0.0001101,0.0001101,0.0001101
93,2786.07,0.86709,0.65216,1.22797,0.84265,0.80574,0.85348,0.48645,1.5324,1.11511,1.78629,9.91012e-05,9.91012e-05,9.91012e-05
93,10262.1,0.85823,0.62925,1.20204,0.89442,0.75335,0.84078,0.47277,1.5621,1.13702,1.82437,9.91012e-05,9.91012e-05,9.91012e-05
94,2920.93,0.83817,0.63809,1.17316,0.86176,0.78858,0.84857,0.48596,1.53365,1.09973,1.78802,8.81023e-05,8.81023e-05,8.81023e-05
94,10403.5,0.84072,0.61047,1.19052,0.86713,0.79299,0.84487,0.48112,1.55021,1.11139,1.8225,8.81023e-05,8.81023e-05,8.81023e-05
95,3050.51,0.83159,0.65437,1.17427,0.8614,0.788,0.85041,0.48043,1.54552,1.12165,1.78639,7.71034e-05,7.71034e-05,7.71034e-05
95,10551.9,0.84704,0.60832,1.18556,0.86588,0.796,0.84535,0.47494,1.55161,1.12857,1.81317,7.71034e-05,7.71034e-05,7.71034e-05
96,3194.6,0.8356,0.60995,1.17993,0.84549,0.79748,0.84648,0.48679,1.5269,1.13166,1.77641,6.61045e-05,6.61045e-05,6.61045e-05
96,10687.6,0.84612,0.59974,1.16698,0.86895,0.8081,0.8511,0.47296,1.54351,1.12149,1.80235,6.61045e-05,6.61045e-05,6.61045e-05
97,3325.82,0.89292,0.61438,1.19117,0.848,0.78964,0.84585,0.47983,1.52458,1.13328,1.77706,5.51056e-05,5.51056e-05,5.51056e-05
97,10826,0.84123,0.61077,1.18469,0.863,0.80386,0.85314,0.47492,1.54131,1.12556,1.80107,5.51056e-05,5.51056e-05,5.51056e-05
98,3452.26,0.79835,0.60442,1.16019,0.86079,0.78249,0.84814,0.48112,1.53758,1.13623,1.787,4.41067e-05,4.41067e-05,4.41067e-05
98,10962.3,0.84931,0.67557,1.217,0.86734,0.80422,0.85231,0.47608,1.54678,1.13448,1.80947,4.41067e-05,4.41067e-05,4.41067e-05
99,3586.5,0.8324,0.63425,1.18723,0.85465,0.7842,0.84669,0.48309,1.53867,1.14083,1.79405,3.31078e-05,3.31078e-05,3.31078e-05
99,11106,0.87529,0.62207,1.1893,0.86139,0.80716,0.85045,0.4745,1.55164,1.13451,1.8127,3.31078e-05,3.31078e-05,3.31078e-05
100,3717.55,0.81333,0.6101,1.17649,0.85759,0.78599,0.84497,0.4822,1.53627,1.14674,1.79487,2.21089e-05,2.21089e-05,2.21089e-05
100,11205.1,0.80825,0.59028,1.16251,0.85923,0.80999,0.8486,0.47392,1.55409,1.13608,1.81582,2.21089e-05,2.21089e-05,2.21089e-05
