epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,773.95,1.15066,0.98935,1.42417,0.48751,0.65682,0.68432,0.40581,1.81773,1.67378,1.96654,0.000693042,0.000693042,0.000693042
40,793.535,1.1497,0.98508,1.39739,0.46626,0.65682,0.65304,0.37874,1.82579,1.76597,1.99079,0.000682043,0.000682043,0.000682043
41,813.066,1.13003,0.97504,1.37654,0.4078,0.65682,0.65517,0.3958,1.78602,1.84949,2.00241,0.000671044,0.000671044,0.000671044
42,834.958,1.17745,0.99021,1.39668,0.91643,0.38156,0.68887,0.37484,1.68053,1.80033,1.88895,0.000660045,0.000660045,0.000660045
43,854.734,1.11664,0.99083,1.37729,0.89531,0.38182,0.68611,0.36439,1.68624,1.76898,1.87912,0.000649046,0.000649046,0.000649046
44,874.25,1.13696,0.93383,1.39095,0.46327,0.70455,0.76024,0.42507,1.64035,1.58592,1.81391,0.000638047,0.000638047,0.000638047
45,893.481,1.13991,0.95127,1.41027,0.59861,0.8743,0.82048,0.40321,1.68235,1.53079,1.82594,0.000627048,0.000627048,0.000627048
46,914.618,1.12495,0.96808,1.38415,0.58928,0.65938,0.72551,0.28482,1.78801,1.47068,1.88701,0.000616049,0.000616049,0.000616049
47,933.739,1.1087,0.92514,1.36395,0.68686,0.3905,0.47743,0.24915,1.88082,1.48942,1.97045,0.000605051,0.000605051,0.000605051
48,953.502,1.11636,0.93028,1.41248,0.40632,0.39741,0.49604,0.23604,1.94398,1.44933,2.04042,0.000594052,0.000594052,0.000594052
49,974.779,1.11804,0.95671,1.37535,0.65903,0.40515,0.46564,0.22093,1.87189,1.47644,1.92205,0.000583053,0.000583053,0.000583053
50,992.654,1.10656,0.93892,1.39678,0.88084,0.59822,0.63873,0.22205,1.89407,1.5478,1.97936,0.000572054,0.000572054,0.000572054
51,1014.25,1.04157,0.92496,1.33766,0.87397,0.59136,0.63949,0.22547,1.90154,1.64704,1.98773,0.000561055,0.000561055,0.000561055
52,1032.74,1.07122,0.9274,1.34453,0.87701,0.59519,0.64768,0.27463,1.73926,1.68463,1.834,0.000550056,0.000550056,0.000550056
53,1052.32,1.08221,0.96315,1.37938,0.90162,0.63792,0.67408,0.34893,1.68809,1.67071,1.78296,0.000539057,0.000539057,0.000539057
54,1073.41,1.06336,0.90188,1.33334,0.91898,0.67622,0.70325,0.40755,1.5889,1.55458,1.72509,0.000528058,0.000528058,0.000528058
55,1092.46,1.08538,0.92728,1.38259,0.88143,0.65249,0.67427,0.39797,1.58535,1.55209,1.73583,0.000517059,0.000517059,0.000517059
56,1110.78,1.07595,0.92527,1.36689,0.81811,0.63182,0.65305,0.39603,1.62286,1.62916,1.80742,0.00050606,0.00050606,0.00050606
57,1131.13,1.01302,0.88091,1.32722,0.90926,0.58182,0.66111,0.39813,1.59156,1.61767,1.78388,0.000495062,0.000495062,0.000495062
58,1149.29,1.04855,0.88657,1.35091,0.91941,0.58182,0.66268,0.38299,1.6892,1.52629,1.83377,0.000484063,0.000484063,0.000484063
59,1167.68,1.05148,0.92514,1.34498,0.92899,0.58182,0.66418,0.41318,1.71673,1.52166,1.85642,0.000473064,0.000473064,0.000473064
60,1188.95,1.02093,0.86547,1.33216,0.81408,0.68182,0.6775,0.40212,1.68983,1.57056,1.84613,0.000462065,0.000462065,0.000462065
61,1207.73,1.04017,0.92853,1.35697,0.82306,0.6645,0.69355,0.38817,1.67297,1.57079,1.83052,0.000451066,0.000451066,0.000451066
62,1226.58,1.01837,0.85423,1.29636,0.88508,0.6356,0.71199,0.38638,1.68133,1.4844,1.86043,0.000440067,0.000440067,0.000440067
63,1248.48,0.98894,0.81585,1.30128,0.91575,0.62389,0.71324,0.38732,1.69564,1.50782,1.8848,0.000429068,0.000429068,0.000429068
64,1267.68,1.00499,0.86217,1.34916,0.71228,0.95455,0.94645,0.39315,1.75698,1.50741,1.94162,0.000418069,0.000418069,0.000418069
65,1287.97,1.03297,0.831,1.32249,0.72412,0.95455,0.94469,0.37487,1.78896,1.48931,1.93793,0.00040707,0.00040707,0.00040707
66,1309.78,1.00593,0.80477,1.29433,0.89194,0.67955,0.702,0.33066,1.7887,1.48066,1.92479,0.000396071,0.000396071,0.000396071
67,1328.88,1.00589,0.83382,1.28954,0.90094,0.67955,0.7034,0.33915,1.74119,1.45714,1.89837,0.000385073,0.000385073,0.000385073
68,1347.69,1.00246,0.83413,1.32933,0.6572,0.66837,0.71408,0.35602,1.7208,1.50465,1.91026,0.000374074,0.000374074,0.000374074
69,1369.83,0.98068,0.79201,1.27911,0.87551,0.63523,0.68609,0.33635,1.7179,1.55207,1.89807,0.000363075,0.000363075,0.000363075
70,1387.32,0.96783,0.82059,1.27268,0.81634,0.64096,0.6672,0.27838,1.84169,1.50924,2.02681,0.000352076,0.000352076,0.000352076
71,1406.34,0.94296,0.8227,1.26687,0.81806,0.64173,0.66836,0.27914,1.87191,1.44466,2.08968,0.000341077,0.000341077,0.000341077
72,1427.29,0.95677,0.77818,1.2522,0.59727,0.65296,0.67054,0.2835,1.91798,1.41059,2.09541,0.000330078,0.000330078,0.000330078
73,1446.08,0.95249,0.77695,1.25492,0.84124,0.6197,0.67693,0.32266,1.9006,1.45685,2.0587,0.000319079,0.000319079,0.000319079
74,1464.46,0.95778,0.82011,1.30169,0.53836,0.61934,0.62554,0.30723,1.85423,1.54075,1.9963,0.00030808,0.00030808,0.00030808
75,1486.19,0.95761,0.79224,1.29158,0.82721,0.59268,0.63357,0.31583,1.83924,1.55955,1.97312,0.000297081,0.000297081,0.000297081
76,1504.6,0.96471,0.79681,1.30099,0.84852,0.60864,0.65639,0.34618,1.82948,1.58991,1.98876,0.000286083,0.000286083,0.000286083
77,1525.21,0.92193,0.77923,1.25048,0.86444,0.63307,0.65367,0.338,1.82831,1.53535,1.99537,0.000275084,0.000275084,0.000275084
78,1547.18,0.95701,0.82117,1.30514,0.91409,0.66494,0.69563,0.36007,1.7077,1.37999,1.90676,0.000264085,0.000264085,0.000264085
79,1566.24,0.9461,0.76066,1.27772,0.92863,0.67478,0.71248,0.37169,1.68875,1.34022,1.8843,0.000253086,0.000253086,0.000253086
80,1587.57,0.91489,0.7417,1.21376,0.95591,0.6321,0.71269,0.37508,1.64865,1.35864,1.86774,0.000242087,0.000242087,0.000242087
81,1609.67,0.93958,0.77648,1.2649,0.89022,0.69691,0.7095,0.35437,1.64246,1.38736,1.87405,0.000231088,0.000231088,0.000231088
82,1628.54,0.9544,0.80838,1.29156,0.94828,0.65171,0.68274,0.34051,1.67415,1.3448,1.87584,0.000220089,0.000220089,0.000220089
83,1647.22,0.92509,0.78491,1.27806,0.94945,0.6434,0.67919,0.34017,1.70082,1.31088,1.88457,0.00020909,0.00020909,0.00020909
84,1667.5,0.9056,0.73452,1.21439,0.95762,0.65455,0.70368,0.36477,1.70002,1.34371,1.89005,0.000198091,0.000198091,0.000198091
85,1685.58,0.87664,0.77486,1.25336,0.94198,0.65455,0.70632,0.36258,1.7094,1.40981,1.88597,0.000187092,0.000187092,0.000187092
86,1704.24,0.94468,0.79569,1.28111,0.92709,0.63123,0.70939,0.37008,1.74141,1.42676,1.91997,0.000176094,0.000176094,0.000176094
87,1725.7,0.86679,0.7495,1.20819,0.93189,0.62563,0.70975,0.39557,1.74679,1.41422,1.93247,0.000165095,0.000165095,0.000165095
88,1744.42,0.92052,0.75022,1.24567,0.9398,0.67568,0.72408,0.40753,1.73507,1.39701,1.93948,0.000154096,0.000154096,0.000154096
89,1764.56,0.88591,0.75238,1.23497,0.93382,0.68681,0.72697,0.40985,1.73088,1.34777,1.94746,0.000143097,0.000143097,0.000143097
90,1785.68,0.89277,0.74521,1.23902,0.93469,0.69168,0.74693,0.4342,1.68281,1.31334,1.90192,0.000132098,0.000132098,0.000132098
91,1803.94,0.82542,0.75431,1.21869,0.9352,0.69302,0.82658,0.44182,1.6592,1.27292,1.8823,0.000121099,0.000121099,0.000121099
92,1822,0.8409,0.72313,1.24957,0.93783,0.67381,0.78019,0.42842,1.64735,1.26665,1.87619,0.0001101,0.0001101,0.0001101
93,1843.14,0.78701,0.69576,1.20066,0.93311,0.67955,0.82166,0.44973,1.65745,1.26321,1.88916,9.91012e-05,9.91012e-05,9.91012e-05
94,1861.37,0.77931,0.67145,1.18662,0.93616,0.67324,0.7582,0.42803,1.67581,1.27498,1.91286,8.81023e-05,8.81023e-05,8.81023e-05
95,1879.6,0.7973,0.70252,1.19058,0.92711,0.69488,0.76041,0.42874,1.69128,1.28964,1.94068,7.71034e-05,7.71034e-05,7.71034e-05
96,1900.38,0.80683,0.69943,1.19946,0.90564,0.69004,0.73957,0.40703,1.72644,1.31964,1.996,6.61045e-05,6.61045e-05,6.61045e-05
97,1918.31,0.76731,0.67722,1.16802,0.89848,0.69263,0.73846,0.40735,1.73632,1.3343,2.01137,5.51056e-05,5.51056e-05,5.51056e-05
98,1938.94,0.76331,0.67095,1.18391,0.9533,0.64316,0.7398,0.38068,1.7409,1.34769,2.02318,4.41067e-05,4.41067e-05,4.41067e-05
99,1957.27,0.75671,0.66786,1.19203,0.95502,0.64268,0.73449,0.3753,1.74335,1.3487,2.02331,3.31078e-05,3.31078e-05,3.31078e-05
100,1975.67,0.76553,0.67077,1.17377,0.95685,0.64165,0.73052,0.37144,1.74734,1.35554,2.02437,2.21089e-05,2.21089e-05,2.21089e-05
